date,close
07/29/11 00:00,390.48
07/28/11 00:00,391.82
07/27/11 00:00,392.59
07/26/11 00:00,403.41
07/25/11 00:00,398.5
07/22/11 00:00,393.3
07/21/11 00:00,387.29
07/20/11 00:00,386.9
07/19/11 00:00,376.85
07/18/11 00:00,373.8
07/15/11 00:00,364.92
07/14/11 00:00,357.77
07/13/11 00:00,358.02
07/12/11 00:00,353.75
07/11/11 00:00,354.0
07/08/11 00:00,359.71
07/07/11 00:00,357.2
07/06/11 00:00,351.76
07/05/11 00:00,349.43
07/01/11 00:00,343.26
06/30/11 00:00,335.67
06/29/11 00:00,334.04
06/28/11 00:00,335.26
06/27/11 00:00,332.04
06/24/11 00:00,326.35
06/23/11 00:00,331.23
06/22/11 00:00,322.61
06/21/11 00:00,325.3
06/20/11 00:00,315.32
06/17/11 00:00,320.26
06/16/11 00:00,325.16
06/15/11 00:00,326.75
06/14/11 00:00,332.44
06/13/11 00:00,326.6
06/10/11 00:00,325.9
06/09/11 00:00,331.49
06/08/11 00:00,332.24
06/07/11 00:00,332.04
06/06/11 00:00,338.04
06/03/11 00:00,343.44
06/02/11 00:00,346.1
06/01/11 00:00,345.51
05/31/11 00:00,347.83
05/27/11 00:00,337.41
05/26/11 00:00,335.0
05/25/11 00:00,336.78
05/24/11 00:00,332.19
05/23/11 00:00,334.4
05/20/11 00:00,335.22
05/19/11 00:00,340.53
05/18/11 00:00,339.87
05/17/11 00:00,336.14
05/16/11 00:00,333.3
05/13/11 00:00,340.5
05/12/11 00:00,346.57
05/11/11 00:00,347.23
05/10/11 00:00,349.45
05/09/11 00:00,347.6
05/06/11 00:00,346.66
05/05/11 00:00,346.75
05/04/11 00:00,349.57
05/03/11 00:00,348.2
05/02/11 00:00,346.28
04/29/11 00:00,350.13
04/28/11 00:00,346.75
04/27/11 00:00,350.15
04/26/11 00:00,350.42
04/25/11 00:00,353.01
04/21/11 00:00,350.7
04/20/11 00:00,342.41
04/19/11 00:00,337.86
04/18/11 00:00,331.85
04/15/11 00:00,327.46
04/14/11 00:00,332.42
04/13/11 00:00,336.13
04/12/11 00:00,332.4
04/11/11 00:00,330.8
04/08/11 00:00,335.06
04/07/11 00:00,338.08
04/06/11 00:00,338.04
04/05/11 00:00,338.89
04/04/11 00:00,341.19
04/01/11 00:00,344.56
03/31/11 00:00,348.51
03/30/11 00:00,348.63
03/29/11 00:00,350.96
03/28/11 00:00,350.44
03/25/11 00:00,351.54
03/24/11 00:00,344.97
03/23/11 00:00,339.19
03/22/11 00:00,341.2
03/21/11 00:00,339.3
03/18/11 00:00,330.67
03/17/11 00:00,334.64
03/16/11 00:00,330.01
03/15/11 00:00,345.43
03/14/11 00:00,353.56
03/11/11 00:00,351.99
03/10/11 00:00,346.67
03/09/11 00:00,352.47
03/08/11 00:00,355.76
03/07/11 00:00,355.36
03/04/11 00:00,360.0
03/03/11 00:00,359.56
03/02/11 00:00,352.12
03/01/11 00:00,349.31
02/28/11 00:00,353.21
02/25/11 00:00,348.16
02/24/11 00:00,342.88
02/23/11 00:00,342.62
02/22/11 00:00,338.61
02/18/11 00:00,350.56
02/17/11 00:00,358.3
02/16/11 00:00,363.13
02/15/11 00:00,359.9
02/14/11 00:00,359.18
02/11/11 00:00,356.85
02/10/11 00:00,354.54
02/09/11 00:00,358.16
02/08/11 00:00,355.2
02/07/11 00:00,351.88
02/04/11 00:00,346.5
02/03/11 00:00,343.44
02/02/11 00:00,344.32
02/01/11 00:00,345.03
01/31/11 00:00,339.32
01/28/11 00:00,336.1
01/27/11 00:00,343.21
01/26/11 00:00,343.85
01/25/11 00:00,341.4
01/24/11 00:00,337.45
01/21/11 00:00,326.72
01/20/11 00:00,332.68
01/19/11 00:00,338.84
01/18/11 00:00,340.65
01/14/11 00:00,348.48
01/13/11 00:00,345.68
01/12/11 00:00,344.42
01/11/11 00:00,341.64
01/10/11 00:00,342.46
01/07/11 00:00,336.12
01/06/11 00:00,333.73
01/05/11 00:00,334.0
01/04/11 00:00,331.29
01/03/11 00:00,329.57
12/31/10 00:00,322.56
12/30/10 00:00,323.66
12/29/10 00:00,325.29
12/28/10 00:00,325.47
12/27/10 00:00,324.68
12/23/10 00:00,323.6
12/22/10 00:00,325.16
12/21/10 00:00,324.2
12/20/10 00:00,322.21
12/17/10 00:00,320.61
12/16/10 00:00,321.25
12/15/10 00:00,320.36
12/14/10 00:00,320.29
12/13/10 00:00,321.67
12/10/10 00:00,320.56
12/09/10 00:00,319.76
12/08/10 00:00,321.01
12/07/10 00:00,318.21
12/06/10 00:00,320.15
12/03/10 00:00,317.44
12/02/10 00:00,318.15
12/01/10 00:00,316.4
11/30/10 00:00,311.15
11/29/10 00:00,316.87
11/26/10 00:00,315.0
11/24/10 00:00,314.8
11/23/10 00:00,308.73
11/22/10 00:00,313.36
11/19/10 00:00,306.73
11/18/10 00:00,308.43
11/17/10 00:00,300.5
11/16/10 00:00,301.59
11/15/10 00:00,307.04
11/12/10 00:00,308.03
11/11/10 00:00,316.66
11/10/10 00:00,318.03
11/09/10 00:00,316.08
11/08/10 00:00,318.62
11/05/10 00:00,317.13
11/04/10 00:00,318.27
11/03/10 00:00,312.8
11/02/10 00:00,309.36
11/01/10 00:00,304.18
10/29/10 00:00,300.98
10/28/10 00:00,305.24
10/27/10 00:00,307.83
10/26/10 00:00,308.05
10/25/10 00:00,308.84
10/22/10 00:00,307.47
10/21/10 00:00,309.52
10/20/10 00:00,310.53
10/19/10 00:00,309.49
10/18/10 00:00,318.0
10/15/10 00:00,314.74
10/14/10 00:00,302.31
10/13/10 00:00,300.14
10/12/10 00:00,298.54
10/11/10 00:00,295.36
10/08/10 00:00,294.07
10/07/10 00:00,289.22
10/06/10 00:00,289.19
10/05/10 00:00,288.94
10/04/10 00:00,278.64
10/01/10 00:00,282.52
09/30/10 00:00,283.75
09/29/10 00:00,287.37
09/28/10 00:00,286.86
09/27/10 00:00,291.16
09/24/10 00:00,292.32
09/23/10 00:00,288.92
09/22/10 00:00,287.75
09/21/10 00:00,283.77
09/20/10 00:00,283.23
09/17/10 00:00,275.37
09/16/10 00:00,276.57
09/15/10 00:00,270.22
09/14/10 00:00,268.06
09/13/10 00:00,267.04
09/10/10 00:00,263.41
09/09/10 00:00,263.07
09/08/10 00:00,262.92
09/07/10 00:00,257.81
09/06/10 00:00,258.77
09/03/10 00:00,258.77
09/02/10 00:00,252.17
09/01/10 00:00,250.33
08/31/10 00:00,243.1
08/30/10 00:00,242.5
08/27/10 00:00,241.62
08/26/10 00:00,240.28
08/25/10 00:00,242.89
08/24/10 00:00,239.93
08/23/10 00:00,245.8
08/20/10 00:00,249.64
08/19/10 00:00,249.88
08/18/10 00:00,253.07
08/17/10 00:00,251.97
08/16/10 00:00,247.64
08/13/10 00:00,249.1
08/12/10 00:00,251.79
08/11/10 00:00,250.19
08/10/10 00:00,259.41
08/09/10 00:00,261.75
08/06/10 00:00,260.09
08/05/10 00:00,261.7
08/04/10 00:00,262.98
08/03/10 00:00,261.93
08/02/10 00:00,261.85
07/30/10 00:00,257.25
07/29/10 00:00,258.11
07/28/10 00:00,260.96
07/27/10 00:00,264.08
07/26/10 00:00,259.28
07/23/10 00:00,259.94
07/22/10 00:00,259.02
07/21/10 00:00,254.24
07/20/10 00:00,251.89
07/19/10 00:00,245.58
07/16/10 00:00,249.9
07/15/10 00:00,251.45
07/14/10 00:00,252.73
07/13/10 00:00,251.8
07/12/10 00:00,257.28
07/09/10 00:00,259.62
07/08/10 00:00,258.09
07/07/10 00:00,258.66
07/06/10 00:00,248.63
07/05/10 00:00,246.94
07/02/10 00:00,246.94
07/01/10 00:00,248.48
06/30/10 00:00,251.53
06/29/10 00:00,256.17
06/28/10 00:00,268.3
06/25/10 00:00,266.7
06/24/10 00:00,269.0
06/23/10 00:00,270.97
06/22/10 00:00,273.85
06/21/10 00:00,270.17
06/18/10 00:00,274.07
06/17/10 00:00,271.87
06/16/10 00:00,267.25
06/15/10 00:00,259.69
06/14/10 00:00,254.28
06/11/10 00:00,253.51
06/10/10 00:00,250.51
06/09/10 00:00,243.2
06/08/10 00:00,249.33
06/07/10 00:00,250.94
06/04/10 00:00,255.96
06/03/10 00:00,263.12
06/02/10 00:00,263.95
06/01/10 00:00,260.83
05/31/10 00:00,256.88
05/28/10 00:00,256.88
05/27/10 00:00,253.35
05/26/10 00:00,244.11
05/25/10 00:00,245.22
05/24/10 00:00,246.76
05/21/10 00:00,242.32
05/20/10 00:00,237.76
05/19/10 00:00,248.34
05/18/10 00:00,252.36
05/17/10 00:00,254.22
05/14/10 00:00,253.82
05/13/10 00:00,258.36
05/12/10 00:00,262.09
05/11/10 00:00,256.52
05/10/10 00:00,253.99
05/07/10 00:00,235.86
05/06/10 00:00,246.25
05/05/10 00:00,255.98
05/04/10 00:00,258.68
05/03/10 00:00,266.35
04/30/10 00:00,261.09
04/29/10 00:00,268.64
04/28/10 00:00,261.6
04/27/10 00:00,262.04
04/26/10 00:00,269.5
04/23/10 00:00,270.83
04/22/10 00:00,266.47
04/21/10 00:00,259.22
04/20/10 00:00,244.59
04/19/10 00:00,247.07
04/16/10 00:00,247.4
04/15/10 00:00,248.92
04/14/10 00:00,245.69
04/13/10 00:00,242.43
04/12/10 00:00,242.29
04/09/10 00:00,241.79
04/08/10 00:00,239.95
04/07/10 00:00,240.6
04/06/10 00:00,239.54
04/05/10 00:00,238.49
04/02/10 00:00,235.97
04/01/10 00:00,235.97
03/31/10 00:00,235.0
03/30/10 00:00,235.84
03/29/10 00:00,232.39
03/26/10 00:00,230.9
03/25/10 00:00,226.65
03/24/10 00:00,229.37
03/23/10 00:00,228.36
03/22/10 00:00,224.75
03/19/10 00:00,222.25
03/18/10 00:00,224.65
03/17/10 00:00,224.12
03/16/10 00:00,224.45
03/15/10 00:00,223.84
03/12/10 00:00,226.6
03/11/10 00:00,225.5
03/10/10 00:00,224.84
03/09/10 00:00,223.02
03/08/10 00:00,219.08
03/05/10 00:00,218.95
03/04/10 00:00,210.71
03/03/10 00:00,209.33
03/02/10 00:00,208.85
03/01/10 00:00,208.99
02/26/10 00:00,204.62
02/25/10 00:00,202.0
02/24/10 00:00,200.66
02/23/10 00:00,197.06
02/22/10 00:00,200.42
02/19/10 00:00,201.67
02/18/10 00:00,202.93
02/17/10 00:00,202.55
02/16/10 00:00,203.4
02/15/10 00:00,200.38
02/12/10 00:00,200.38
02/11/10 00:00,198.67
02/10/10 00:00,195.12
02/09/10 00:00,196.19
02/08/10 00:00,194.12
02/05/10 00:00,195.46
02/04/10 00:00,192.05
02/03/10 00:00,199.23
02/02/10 00:00,195.86
02/01/10 00:00,194.73
01/29/10 00:00,192.06
01/28/10 00:00,199.29
01/27/10 00:00,207.88
01/26/10 00:00,205.94
01/25/10 00:00,203.08
01/22/10 00:00,197.75
01/21/10 00:00,208.07
01/20/10 00:00,211.72
01/19/10 00:00,215.04
01/18/10 00:00,205.93
01/15/10 00:00,205.93
01/14/10 00:00,209.43
01/13/10 00:00,210.65
01/12/10 00:00,207.72
01/11/10 00:00,210.11
01/08/10 00:00,211.98
01/07/10 00:00,210.58
01/06/10 00:00,210.97
01/05/10 00:00,214.38
01/04/10 00:00,214.01
01/01/10 00:00,210.73
12/31/09 00:00,210.73
12/30/09 00:00,211.64
12/29/09 00:00,209.1
12/28/09 00:00,211.61
12/25/09 00:00,209.04
12/24/09 00:00,209.04
12/23/09 00:00,202.1
12/22/09 00:00,200.36
12/21/09 00:00,198.23
12/18/09 00:00,195.43
12/17/09 00:00,191.86
12/16/09 00:00,195.03
12/15/09 00:00,194.17
12/14/09 00:00,196.98
12/11/09 00:00,194.67
12/10/09 00:00,196.43
12/09/09 00:00,197.8
12/08/09 00:00,189.87
12/07/09 00:00,188.95
12/04/09 00:00,193.32
12/03/09 00:00,196.48
12/02/09 00:00,196.23
12/01/09 00:00,196.97
11/30/09 00:00,199.91
11/27/09 00:00,200.59
11/26/09 00:00,204.19
11/25/09 00:00,204.19
11/24/09 00:00,204.44
11/23/09 00:00,205.88
11/20/09 00:00,199.92
11/19/09 00:00,200.51
11/18/09 00:00,205.96
11/17/09 00:00,207.0
11/16/09 00:00,206.63
11/13/09 00:00,204.45
11/12/09 00:00,201.99
11/11/09 00:00,203.25
11/10/09 00:00,202.98
11/09/09 00:00,201.46
11/06/09 00:00,194.34
11/05/09 00:00,194.03
11/04/09 00:00,190.81
11/03/09 00:00,188.75
11/02/09 00:00,189.31
10/30/09 00:00,188.5
10/29/09 00:00,196.35
10/28/09 00:00,192.4
10/27/09 00:00,197.37
10/26/09 00:00,202.48
10/23/09 00:00,203.94
10/22/09 00:00,205.2
10/21/09 00:00,204.92
10/20/09 00:00,198.76
10/19/09 00:00,189.86
10/16/09 00:00,188.05
10/15/09 00:00,190.56
10/14/09 00:00,191.29
10/13/09 00:00,190.02
10/12/09 00:00,190.81
10/09/09 00:00,190.47
10/08/09 00:00,189.27
10/07/09 00:00,190.25
10/06/09 00:00,190.01
10/05/09 00:00,186.02
10/02/09 00:00,184.9
10/01/09 00:00,180.86
09/30/09 00:00,185.35
09/29/09 00:00,185.38
09/28/09 00:00,186.15
09/25/09 00:00,182.37
09/24/09 00:00,183.82
09/23/09 00:00,185.5
09/22/09 00:00,184.48
09/21/09 00:00,184.02
09/18/09 00:00,185.02
09/17/09 00:00,184.55
09/16/09 00:00,181.87
09/15/09 00:00,175.16
09/14/09 00:00,173.72
09/11/09 00:00,172.16
09/10/09 00:00,172.56
09/09/09 00:00,171.14
09/08/09 00:00,172.93
09/04/09 00:00,170.31
09/03/09 00:00,166.55
09/02/09 00:00,165.18
09/01/09 00:00,165.3
08/31/09 00:00,168.21
08/28/09 00:00,170.05
08/27/09 00:00,169.45
08/26/09 00:00,167.41
08/25/09 00:00,169.4
08/24/09 00:00,169.06
08/21/09 00:00,169.22
08/20/09 00:00,166.33
08/19/09 00:00,164.6
08/18/09 00:00,164.0
08/17/09 00:00,159.59
08/14/09 00:00,166.78
08/13/09 00:00,168.42
08/12/09 00:00,165.31
08/10/09 00:00,164.72
08/07/09 00:00,165.51
08/06/09 00:00,163.91
08/05/09 00:00,165.11
08/04/09 00:00,165.55
08/03/09 00:00,166.43
07/31/09 00:00,163.39
07/30/09 00:00,162.79
07/29/09 00:00,160.03
07/28/09 00:00,160.0
07/27/09 00:00,160.1
07/24/09 00:00,159.99
07/23/09 00:00,157.82
07/22/09 00:00,156.74
07/21/09 00:00,151.51
07/20/09 00:00,152.91
07/17/09 00:00,151.75
07/16/09 00:00,147.52
07/15/09 00:00,146.88
07/14/09 00:00,142.27
07/13/09 00:00,142.34
07/10/09 00:00,138.52
07/09/09 00:00,136.36
07/08/09 00:00,137.22
07/07/09 00:00,135.4
07/06/09 00:00,138.61
07/03/09 00:00,140.02
07/02/09 00:00,140.02
07/01/09 00:00,142.83
06/30/09 00:00,142.43
06/29/09 00:00,141.97
06/26/09 00:00,142.44
06/25/09 00:00,139.86
06/24/09 00:00,136.22
06/23/09 00:00,134.01
06/22/09 00:00,137.37
06/19/09 00:00,139.48
06/18/09 00:00,135.88
06/17/09 00:00,135.58
06/16/09 00:00,136.35
06/15/09 00:00,136.09
06/12/09 00:00,136.97
06/11/09 00:00,139.95
06/10/09 00:00,140.25
06/09/09 00:00,142.72
06/08/09 00:00,143.85
06/05/09 00:00,144.67
06/04/09 00:00,143.74
06/03/09 00:00,140.95
06/02/09 00:00,139.49
06/01/09 00:00,139.35
05/29/09 00:00,135.81
05/28/09 00:00,135.07
05/27/09 00:00,133.05
05/26/09 00:00,130.78
05/22/09 00:00,122.5
05/21/09 00:00,124.18
05/20/09 00:00,125.87
05/19/09 00:00,127.45
05/18/09 00:00,126.65
05/15/09 00:00,122.42
05/14/09 00:00,122.95
05/13/09 00:00,119.49
05/12/09 00:00,124.42
05/11/09 00:00,129.57
05/08/09 00:00,129.19
05/07/09 00:00,129.06
05/06/09 00:00,132.5
05/05/09 00:00,132.71
05/04/09 00:00,132.07
05/01/09 00:00,127.24
04/30/09 00:00,125.83
04/29/09 00:00,125.14
04/28/09 00:00,123.9
04/27/09 00:00,124.73
04/24/09 00:00,123.9
04/23/09 00:00,125.4
04/22/09 00:00,121.51
04/21/09 00:00,121.76
04/20/09 00:00,120.5
04/17/09 00:00,123.42
04/16/09 00:00,121.45
04/15/09 00:00,117.64
04/14/09 00:00,118.31
04/13/09 00:00,120.22
04/10/09 00:00,119.57
04/09/09 00:00,119.57
04/08/09 00:00,116.32
04/07/09 00:00,115.0
04/06/09 00:00,118.45
04/03/09 00:00,115.99
04/02/09 00:00,112.71
04/01/09 00:00,108.69
03/31/09 00:00,105.12
03/30/09 00:00,104.49
03/27/09 00:00,106.85
03/26/09 00:00,109.87
03/25/09 00:00,106.49
03/24/09 00:00,106.5
03/23/09 00:00,107.66
03/20/09 00:00,101.59
03/19/09 00:00,101.62
03/18/09 00:00,101.52
03/17/09 00:00,99.66
03/16/09 00:00,95.42
03/13/09 00:00,95.93
03/12/09 00:00,96.35
03/11/09 00:00,92.68
03/10/09 00:00,88.63
03/09/09 00:00,83.11
03/06/09 00:00,85.3
03/05/09 00:00,88.84
03/04/09 00:00,91.17
03/03/09 00:00,88.37
03/02/09 00:00,87.94
02/27/09 00:00,89.31
02/26/09 00:00,89.19
02/25/09 00:00,91.16
02/24/09 00:00,90.25
02/23/09 00:00,86.95
02/20/09 00:00,91.2
02/19/09 00:00,90.64
02/18/09 00:00,94.37
02/17/09 00:00,94.53
02/13/09 00:00,99.16
02/12/09 00:00,99.27
02/11/09 00:00,96.82
02/10/09 00:00,97.83
02/09/09 00:00,102.51
02/06/09 00:00,99.72
02/05/09 00:00,96.46
02/04/09 00:00,93.55
02/03/09 00:00,92.98
02/02/09 00:00,91.51
01/30/09 00:00,90.13
01/29/09 00:00,93.0
01/28/09 00:00,94.2
01/27/09 00:00,90.73
01/26/09 00:00,89.64
01/23/09 00:00,88.36
01/22/09 00:00,88.36
01/21/09 00:00,82.83
01/20/09 00:00,78.2
01/16/09 00:00,82.33
01/15/09 00:00,83.38
01/14/09 00:00,85.33
01/13/09 00:00,87.71
01/12/09 00:00,88.66
01/09/09 00:00,90.58
01/08/09 00:00,92.7
01/07/09 00:00,91.01
01/06/09 00:00,93.02
01/05/09 00:00,94.58
01/02/09 00:00,90.75
01/01/09 00:00,85.35
12/31/08 00:00,85.35
12/30/08 00:00,86.29
12/29/08 00:00,86.61
12/26/08 00:00,85.81
12/25/08 00:00,85.04
12/24/08 00:00,85.04
12/23/08 00:00,86.38
12/22/08 00:00,85.74
12/19/08 00:00,90.0
12/18/08 00:00,89.43
12/17/08 00:00,89.16
12/16/08 00:00,95.43
12/15/08 00:00,94.75
12/12/08 00:00,98.27
12/11/08 00:00,95.0
12/10/08 00:00,98.21
12/09/08 00:00,100.06
12/08/08 00:00,99.72
12/05/08 00:00,94.0
12/04/08 00:00,91.41
12/03/08 00:00,95.9
12/02/08 00:00,92.47
12/01/08 00:00,88.93
11/28/08 00:00,92.67
11/27/08 00:00,95.0
11/26/08 00:00,95.0
11/25/08 00:00,90.8
11/24/08 00:00,92.95
11/21/08 00:00,82.58
11/20/08 00:00,80.49
11/19/08 00:00,86.29
11/18/08 00:00,89.91
11/17/08 00:00,88.14
11/14/08 00:00,90.24
11/13/08 00:00,96.44
11/12/08 00:00,90.12
11/11/08 00:00,94.77
11/10/08 00:00,95.88
11/07/08 00:00,98.24
11/06/08 00:00,99.1
11/05/08 00:00,103.3
11/04/08 00:00,110.99
11/03/08 00:00,106.96
10/31/08 00:00,107.59
10/30/08 00:00,111.04
10/29/08 00:00,104.55
10/28/08 00:00,99.91
10/27/08 00:00,92.09
10/24/08 00:00,96.38
10/23/08 00:00,98.23
10/22/08 00:00,96.87
10/21/08 00:00,91.49
10/20/08 00:00,98.44
10/17/08 00:00,97.4
10/16/08 00:00,101.89
10/15/08 00:00,97.95
10/14/08 00:00,104.08
10/13/08 00:00,110.26
10/10/08 00:00,96.8
10/09/08 00:00,88.74
10/08/08 00:00,89.79
10/07/08 00:00,89.16
10/06/08 00:00,98.14
10/03/08 00:00,97.07
10/02/08 00:00,100.1
10/01/08 00:00,109.12
09/30/08 00:00,113.66
09/29/08 00:00,105.26
09/26/08 00:00,128.24
09/25/08 00:00,131.93
09/24/08 00:00,128.71
09/23/08 00:00,126.84
09/22/08 00:00,131.05
09/19/08 00:00,140.91
09/18/08 00:00,134.09
09/17/08 00:00,127.83
09/16/08 00:00,139.88
09/15/08 00:00,140.36
09/12/08 00:00,148.94
09/11/08 00:00,152.65
09/10/08 00:00,151.61
09/09/08 00:00,151.68
09/08/08 00:00,157.92
09/05/08 00:00,160.18
09/04/08 00:00,161.22
09/03/08 00:00,166.96
09/02/08 00:00,166.19
08/29/08 00:00,169.53
08/28/08 00:00,173.74
08/27/08 00:00,174.67
08/26/08 00:00,173.64
08/25/08 00:00,172.55
08/22/08 00:00,176.79
08/21/08 00:00,174.29
08/20/08 00:00,175.84
08/19/08 00:00,173.53
08/18/08 00:00,175.39
08/15/08 00:00,175.74
08/14/08 00:00,179.32
08/13/08 00:00,179.3
08/12/08 00:00,176.73
08/11/08 00:00,173.56
08/08/08 00:00,169.55
08/07/08 00:00,163.57
08/06/08 00:00,164.19
08/05/08 00:00,160.64
08/04/08 00:00,153.23
08/01/08 00:00,156.66
07/31/08 00:00,158.95
07/30/08 00:00,159.88
07/29/08 00:00,157.08
07/28/08 00:00,154.4
07/25/08 00:00,162.12
07/24/08 00:00,159.03
07/23/08 00:00,166.26
07/22/08 00:00,162.02
07/21/08 00:00,166.29
07/18/08 00:00,165.15
07/17/08 00:00,171.81
07/16/08 00:00,172.81
07/15/08 00:00,169.64
07/14/08 00:00,173.88
07/11/08 00:00,172.58
07/10/08 00:00,176.63
07/09/08 00:00,174.25
07/08/08 00:00,179.55
07/07/08 00:00,175.16
07/03/08 00:00,170.12
07/02/08 00:00,168.18
07/01/08 00:00,174.68
06/30/08 00:00,167.44
06/27/08 00:00,170.09
06/26/08 00:00,168.26
06/25/08 00:00,177.39
06/24/08 00:00,173.25
06/23/08 00:00,173.16
06/20/08 00:00,175.27
06/19/08 00:00,180.9
06/18/08 00:00,178.75
06/17/08 00:00,181.43
06/16/08 00:00,176.84
06/13/08 00:00,172.37
06/12/08 00:00,173.26
06/11/08 00:00,180.81
06/10/08 00:00,185.64
06/09/08 00:00,181.61
06/06/08 00:00,185.64
06/05/08 00:00,189.43
06/04/08 00:00,185.19
